Abundances (Grouped): Total Proteins,Abundances (Grouped): No Wash,"Abundances (Normalized): F1: Sample, Total Proteins, Total1, 1","Abundances (Normalized): F2: Sample, Total Proteins, Total1, 2","Abundances (Normalized): F7: Sample, No Wash, MF1, 1","Abundances (Normalized): F8: Sample, No Wash, MF1, 2","Abundance: F1: Sample, Total Proteins, Total1, 1","Abundance: F2: Sample, Total Proteins, Total1, 2","Abundance: F7: Sample, No Wash, MF1, 1","Abundance: F8: Sample, No Wash, MF1, 2"
78,122,1581799.134,1889308.682,2950018.921,2480756.969,576031.6719,895951.5313,2778766.438,2480756.969
45.4,154.6,34294625.89,29480123.53,109322247.2,107170801.6,12488811.17,13980119.85,102975946.8,107170801.6
49.3,150.7,3092535.749,3260409.723,9721190.191,9684109.133,1126185.051,1546157.656,9156862.297,9684109.133
,,,,,,,,,
14.4,185.6,382773.721,214660.754,3405428.351,3983204.063,139391.7734,101796.8281,3207738.75,3983204.063
120.8,79.2,4530010.631,6819380.584,3689143.515,3601386,1649659.266,3233899.539,3474983.875,3601386
100.6,99.4,9812122.037,8716117.397,9279073.542,8991874,3573205.309,4133373.652,8740411.102,8991874
154.8,45.2,325633011.3,295967786.8,90804555,90415106.14,118583279,140354402.8,85533230.98,90415106.14
14.2,185.8,330558.8771,551724.2234,4910504.471,6404360.625,120377.0938,261639.7031,4625443.219,6404360.625
129,71,1798708.791,2043012.245,1105412.395,1008059.313,655022,968841.125,1041241.75,1008059.313
67.2,132.8,12435533.43,10437513,22053533.14,22963618.75,4528552.938,4949697.125,20773296.5,22963618.75
96.5,103.5,1481411.084,1309110.677,1189115.602,1878244.875,539474.125,620808.9375,1120085.875,1878244.875
125.2,74.8,4060779.268,3240975.717,2211710.753,2126500.5,1478782.875,1536941.625,2083318.031,2126500.5
39.2,160.8,493642.8662,745875.5908,2486869.586,2493940.555,179766.1406,353710.5313,2342503.531,2493940.555
86.7,113.3,161996948.3,167407733.1,206550992.3,224358412.8,58993187.57,79388411.33,194560435.2,224358412.8
193.8,6.2,8559386.794,7153000.963,226692.5346,274479.3789,3117006.313,3392109.625,213532.7344,274479.3789
0.6,199.4,38433.22636,,12482588.32,14437530.75,13995.93359,,11757957.63,14437530.75
198.5,1.5,1855889.677,2324817.563,15561.60507,,675845.125,1102479.375,14658.2334,
6.8,193.2,101107.7019,122192.1402,2815970.284,3530491,36819.61719,57946.1875,2652499.5,3530491
171.7,28.3,22636652.49,19642666.71,3092131.344,3913769.641,8243416.313,9314982.5,2912629.047,3913769.641
48.5,151.5,13679971.86,4235856.806,22463145.06,25222404.56,4981730.547,2008736.014,21159129.91,25222404.56
4.4,195.6,,93690.73908,4512184.039,3918334.5,,44430.19922,4250245.813,3918334.5
152.4,47.6,36079677.88,33454872.36,10909504.01,10777070.5,13138859.88,15865032.75,10276192.94,10777070.5
147.1,52.9,640825024.4,651217887.7,238015989.8,226215310.3,233364339.6,308821776.5,224198848.1,226215310.3
72.8,127.2,48766835.18,51862592.45,89417275.9,86201577.56,17759044.75,24594376.53,84226485.27,86201577.56
84,116,130885610.7,128330325.6,179957003,178223946.6,47663610.08,60857049.34,169510262,178223946.6
68.1,131.9,32152369.38,33574753.85,61076531.61,66159058.89,11708682.03,15921883.18,57530958.51,66159058.89
55.7,144.3,273627.022,,671429.7567,747621.375,99644.65625,,632452.375,747621.375
119,81,2980902.017,,1998086.423,2061868.125,1085532.25,,1882094.875,2061868.125
42.9,157.1,2129339.194,293000.7297,1584191.795,5269784.563,775425.1406,138947.3594,1492227.375,5269784.563
139.2,60.8,10317659.9,10843457.86,4628710.125,4602814.406,3757303.158,5142205.063,4360007.406,4602814.406
64.4,135.6,1563013.341,1428780.495,2989445.299,3311167.625,569190.5938,677558.9844,2815904.063,3311167.625
173.5,26.5,5031828.551,7680069.205,865597.7122,1045616.406,1832402.453,3642056.922,815348.625,1045616.406
65.2,134.8,3761786.584,5958517.534,9707002.067,9867859.438,1369901,2825659.438,9143497.813,9867859.438
174.9,25.1,17643502.95,14264692.68,2538617.927,2049349.813,6425099.297,6764629.5,2391247.813,2049349.813
200,,2955726.432,2399626.689,,,1076364.25,1137955.5,,
23.6,176.4,325730.8449,407327.1559,2780695.074,2672044.156,118618.9063,193163.4531,2619272.063,2672044.156
198.6,1.4,28451319.2,58137077.77,77400.28206,1036854.922,10360898.94,27569874.81,72907.09375,1036854.922
72,128,9902520.203,10001726.32,18447720.12,16980406.28,3606124.916,4743037.543,17376805.67,16980406.28
,200,,,2697801.426,3345850,,,2541190.5,3345850
52.2,147.8,10120884.09,11867143.24,33588541.84,28708455.25,3685644.82,5627659.078,31638682.75,28708455.25
47.7,152.3,6549580.89,5848872.215,19723765.44,19764122.88,2385110.694,2773663.228,18578774.88,19764122.88
55.3,144.7,136918.6324,109588.904,301334.0577,340292.875,49860.60938,51969.45703,283841.2188,340292.875
34.3,165.7,177010728,163259980.5,814498395.9,825231756.6,64460640.68,77421456.29,767215691.3,825231756.6
30.5,169.5,543190.3944,858224.699,4025706.767,3588416.125,197809.4844,406988.9375,3792009.188,3588416.125
190.8,9.2,3088016.334,3032325.5,,147102.5781,1124539.25,1437995.125,,147102.5781
65.1,134.9,4314615.923,974582.6768,3856267.368,4673892.516,1571220.625,462168.4375,3632405.969,4673892.516
69.8,130.2,21453154.65,22689639.09,36949068.1,45918560.59,7812430.969,10759923.5,34804126.03,45918560.59
162.8,37.2,703874.2692,1231486.413,212514.8613,,256324.5,583997.8125,200178.0938,
,200,,,326775.0999,400564.625,,,307805.375,400564.625
100,100,171940677.6,172693095.9,176318675.9,168683061.5,62614319.27,81894846.07,166083144.5,168683061.5
158.4,41.6,30598777.35,26473551.32,8365370.195,6697693.813,11142922.32,12554337.5,7879749.438,6697693.813
188.3,11.7,9314575.762,10062610.04,162616.9235,2217092.344,3392017.693,4771909.938,153176.7969,2217092.344
21.5,178.5,59646.01422,43801.38639,417645.2971,432853.2813,21720.83203,20771.57617,393400.4375,432853.2813
131.7,68.3,4829590.428,4030625.12,2444986.565,2138774.188,1758754.945,1911410.656,2303051.875,2138774.188
172.6,27.4,16533782.77,14676478.82,2385380.81,2572613.563,6020981,6959907.5,2246906.313,2572613.563
,200,,,855149.9562,982844.6563,,,805507.375,982844.6563
192.1,7.9,21627347.65,18318405.29,808454.8534,821084.0156,7875865.5,8686988.75,761522.9844,821084.0156
169.9,30.1,64231249.15,86633425.98,14824904.7,11774644.86,23390601.91,41083466.88,13964299.46,11774644.86
97.9,102.1,59572785.13,78484017.91,76850186.47,66220565.46,21694164.75,37218839.19,72388931.93,66220565.46
18.3,181.7,3488476.095,3513291.163,35876458.41,33853448.38,1270371.613,1666079.57,33793782.75,33853448.38
32.3,167.7,12568964.73,15099768.72,71227152.4,71678816.6,4577143.59,7160640.836,67092322.39,71678816.6
193.7,6.3,11002846.15,10607503.97,338127.8614,369374.9063,4006822.188,5030310.563,318499.0938,369374.9063
76,124,19033162.34,22118561.93,34934137.76,32118477.98,6931160.91,10489106.21,32906165.05,32118477.98
62.4,137.6,19604082.32,29214743.34,51906195.05,53664102.65,7139068.465,13854270.76,48892972.06,53664102.65
59.4,140.6,2034702.528,1480042.132,3883431.633,4336331.406,740962.0313,701868.375,3657993.313,4336331.406
101.8,98.2,1574282.955,2220100.76,1805958.313,1797626.625,573294.5625,1052820.375,1701120.055,1797626.625
105.1,94.9,18377336.52,24729144.39,20272588.82,18278113.88,6692333.845,11727101.55,19095738.34,18278113.88
66.2,133.8,113729390.6,100627200.3,212836778.1,220125290.1,41415960.87,47719620.95,200481322.8,220125290.1
34.2,165.8,900026.2285,959919.3802,4924894.088,4122956.5,327755.6563,455214.7813,4638997.5,4122956.5
108.6,91.4,6624653.696,6423177.758,5229035.922,5765129,2412449.383,3046011.486,4925483.5,5765129
130.3,69.7,5518756.778,6590312.1,2647436.579,3923940.789,2009723.375,3125270.25,2493749.398,3923940.789
52,148,45865307.17,45095331.57,134202638.7,124537786.6,16702417.52,21385193.3,126411998.8,124537786.6
4.3,195.7,127537.9109,1065348.831,15542301.05,17787832,46444.50391,505211.7344,14640050,17787832
187.4,12.6,98716969.72,95122081.3,5815417.488,7314039.578,35949002.56,45108973.03,5477824.844,7314039.578
103.5,96.5,21821163.08,23230933.44,19797522.31,22253189.81,7946445.781,11016617.13,18648250.06,22253189.81
57.9,142.1,589543568.3,564627296.7,1484010322,1353726149,214689564.6,267758622.9,1397861568,1353726149
83.9,116.1,48330361.38,42168143.95,64927947.62,60081213.88,17600097.43,19997056.86,61158794.75,60081213.88
52.9,147.1,1777456.593,1432385.38,4420375.362,4455301,647282.75,679268.5,4163766.75,4455301
159.9,40.1,38993993.69,37837711.03,9206096.271,10053960.28,14200143.94,17943470.78,8671670.258,10053960.28
3.2,196.8,247483.1829,51362.48544,6489927.86,7433708.563,90124.05469,24357.21484,6113179,7433708.563
107.6,92.4,8639688.72,6996547.04,6327160.036,7044165,3146249.25,3317915.75,5959860.063,7044165
154.2,45.8,5623147.721,4539830.515,1239987.136,1817227,2047738.625,2152887,1168004.25,1817227
142.6,57.4,18062037.83,16306609.71,6614438.292,7227151.75,6577513.938,7732951.25,6230461.438,7227151.75
24.3,175.7,816681.6596,1140825.3,7634241.077,6360115.5,297404.7031,541004.3281,7191063.328,6360115.5
,200,,,4685229.227,4905377,,,4413245.5,4905377
10.3,189.7,110674.7564,58622.10791,1516381.473,1445432.188,40303.57813,27799.88672,1428353.531,1445432.188
199.4,0.6,22430100.04,25932081.69,63826.72133,77532.35352,8168197.688,12297560.75,60121.49609,77532.35352
111.5,88.5,56848727.46,67648137.82,49947605.7,48496377.52,20702165.54,32080227.67,47048081.4,48496377.52
,,,,,,,,,
,200,,,,1196616.125,,,,1196616.125
145,55,14009197.33,17374226.76,5663647.36,6185009.219,5101622.063,8239238.625,5334865.172,6185009.219
131.2,68.8,390757653.4,417299817.9,215612888.5,207554451.1,142299220.9,197892707.7,203096276.4,207554451.1
188.2,11.8,857673.208,1734692.44,58163.26259,101181.4766,312332.2813,822629.125,54786.80859,101181.4766
84.1,115.9,982317.052,1298300.073,1455152.653,1661369,357722.875,615682.3125,1370679.125,1661369
31.4,168.6,216349724.9,201173181.7,1105317566,1137332714,78786421.79,95400726.12,1041152425,1137332714
,200,,,1005841.884,1317003,,,947451.4375,1317003
33.7,166.3,66378588.45,8162132.546,114669821.6,115203996.7,24172582.01,3870661.91,108013087.4,115203996.7
40.9,159.1,66050319.72,56608346.65,241863720.5,233876159,24053038.9,26844917.05,227823213,233876159
198.4,1.6,3301065.891,2918937.123,24797.43178,,1202123.875,1384223.875,23357.9082,
40.9,159.1,8475525.156,7134392.783,29659756.42,30943192.06,3086467.063,3383285.219,27937968.5,30943192.06
86.8,113.2,25254453.36,25672533.75,32264115.59,34245954.38,9196720.797,12174477.44,30391141.19,34245954.38
174.7,25.3,25458919.82,24428542.12,5263483.866,2485230.703,9271179.781,11584549.38,4957931.695,2485230.703
29.8,170.2,2244919.686,3378269.965,15248059.7,16280099.5,817515.2031,1602049.563,14362889.75,16280099.5
89.9,110.1,60948151,67661944.32,75045906.09,82424024.19,22195021.21,32086775.02,70689392.41,82424024.19
200,,4715606.386,4259388.219,,,1717246.25,2019895.125,,
79.6,120.4,6120791.679,5905442.037,8635728.01,9590671,2228961.813,2800489.875,8134412.625,9590671
58.8,141.2,16300909.04,17892282.31,42558655.06,39428917.56,5936177.16,8484911.906,40088069.08,39428917.56
162.3,37.7,1977601.707,2691510.622,506669.9518,567158.125,720168.0625,1276373.25,477257.0938,567158.125
176.3,23.7,15996073.66,17839948.75,1803736.652,2859637.758,5825167.594,8460094.188,1699027.363,2859637.758
28.6,171.4,707648.9851,653637.8487,3885926.926,4285339.125,257699.1094,309969.375,3660343.75,4285339.125
,200,,,370246.1186,625801.5,,,348752.8438,625801.5
77.6,122.4,14813112.61,16360537.82,23978929.85,25108769.72,5394377.73,7758525.141,22586921.39,25108769.72
7.3,192.7,689097.2915,,11959299.06,28041499.75,250943.2813,,11265046,28041499.75
35.1,164.9,1769485.518,1697752.874,7620062.21,8699457.938,644379.9844,805111.5742,7177707.563,8699457.938
4.5,195.5,286250.8777,1423304.089,25898178.83,29899881.41,104241.7891,674961.9531,24394755.44,29899881.41
66.5,133.5,26683402.47,25341856.65,52448951.99,51847948,9717090.246,12017663.12,49404221.25,51847948
117,83,,2579512.418,1804971.338,1853471.125,,1223261.25,1700190.375,1853471.125
139.6,60.4,53491030.33,42833471.81,18761644.85,22819357.69,19479418.7,20312569.89,17672506.66,22819357.69
,200,,,1245594.793,1235286.375,,,1173286.375,1235286.375
190.1,9.9,3933434.619,3404942.474,195111.1963,186512.6094,1432408.75,1614698.25,183784.7344,186512.6094
187.9,12.1,61309130.37,70278199.13,4598323.617,3887269.344,22326476.3,33327460.31,4331384.875,3887269.344
68.1,131.9,20478679.29,25437879.14,42930811.59,45528851.03,7457563.742,12063199.08,40438621.44,45528851.03
2.1,197.9,46901.24211,,3903333.726,5043807.25,17079.66602,,3676740.063,5043807.25
93.3,106.7,14835369.56,12999846.35,16360018.63,15397598.88,5402482.875,6164811.688,15410298,15397598.88
198,2,17290418.53,19697107.99,33993.25975,1040693.65,6296519.25,9340799.75,32019.90625,1040693.65
,200,,,301867.6257,365566.3125,,,284343.8125,365566.3125
143.8,56.2,51019114.65,66412539.74,24107953.85,21429312.88,18579240.11,31494280.02,22708455.38,21429312.88
179,21,112697544.2,109712650.4,12714751.12,13340707.67,41040201.25,52028140.25,11976643.07,13340707.67
127.3,72.7,6367253.704,5892143.673,3341207.496,3666368.5,2318714,2794183.5,3147246,3666368.5
74.7,125.3,13162770.11,13546732.08,20769169.92,24204989.75,4793385.148,6424156.871,19563492.25,24204989.75
162.7,37.3,6961692.577,4328516.724,1289253.355,1228912.25,2535186.25,2052677.375,1214410.5,1228912.25
169.7,30.3,66769365.13,72020262.32,11228361.88,13670490.62,24314888.16,34153584.81,10576540.69,13670490.62
190.7,9.3,4375350.512,7813567.003,283935.9828,,1593337.875,3705364.5,267453.125,
12,188,,405446.1799,6110543.372,6582747.813,,192271.4531,5755818.281,6582747.813
79,121,4519640.942,5125599.331,7155562.449,7585540.125,1645883.016,2430671.395,6740172.625,7585540.125
30.1,169.9,685956.007,659709.9667,4126807.684,3486244.188,249799.3438,312848.9063,3887241.063,3486244.188
88.4,111.6,66204405.76,71397216.94,85667896.78,88097078.66,24109151.23,33858123.05,80694762.54,88097078.66
133.4,66.6,2014515.704,2810503.245,1134591.201,1243971.637,733610.75,1332802.156,1068726.688,1243971.637
,200,,,524462.6541,687787.9375,,,494016.9063,687787.9375
166.9,33.1,13669374.39,13286797.2,2381945.843,3002885.844,4977871.346,6300890.059,2243670.75,3002885.844
160.7,39.3,20761751.89,17717930.58,4871797.247,4507995.25,7560648.125,8402230.5,4588983,4507995.25
58.4,141.6,2831266.314,2229819.056,6130460.161,6053133.25,1031040.563,1057429.004,5774578.875,6053133.25
16.6,183.4,149786.8202,145246.4193,1503189.506,1769306.813,54546.71875,68879.03125,1415927.375,1769306.813
,,,,,,,,,
,200,,,301430.4337,212802.2188,,,283932,212802.2188
200,,4907649.515,3101599.506,,,1787181.125,1470846.375,,
94.9,105.1,6151602.629,6012119.683,6420445.837,7075911.688,2240182,2851078.75,6047730.5,7075911.688
182.1,17.9,290821175.1,266356116.9,28759203.27,25887707.39,105906119.3,126311900.8,27089693.64,25887707.39
142,58,1916296.351,2815811.397,878132.9625,1025676.953,697842.9609,1335319.398,827156.1875,1025676.953
82.6,117.4,781529986.9,770127208.8,1084351888,1120024407,284603787.8,365211179.3,1021403833,1120024407
85.8,114.2,9744710.32,7759637.607,11296877.57,11850831.22,3548656.5,3679790,10641078.95,11850831.22
27.5,172.5,5843242.836,7080291.131,40063843.37,40500332,2127888.977,3357629.031,37738084.5,40500332
44.3,155.7,9348881.381,8989556.386,32264342.85,32194399.25,3404510.508,4263044.406,30391355.25,32194399.25
70.5,129.5,69889370.14,67211954.7,133549287.5,118792855.3,25451076.48,31873380.09,125796575.5,118792855.3
77.8,122.2,14314147.52,22277567.88,27551475.83,28582685.13,5212673.438,10564510.31,25952076.38,28582685.13
69.6,130.4,41256962.93,39558782.98,75323247.93,76113862.16,15024232.11,18759640.77,70950634.19,76113862.16
92.9,107.1,36250411.06,39354366.94,44435750.26,42604764.81,13201034.47,18662702.21,41856196.43,42604764.81
,200,,,4010585.256,4090491,,,3777765.5,4090491
123,77,60449873.51,51973259.59,34960692.34,35291811.28,22013567.31,24646857.31,32931178.11,35291811.28
68.1,131.9,11252434.87,13780989.78,23990090.87,24225652.75,4097713,6535247,22597434.5,24225652.75
119.7,80.3,45228814.7,41613377.25,26066743.28,32464228.25,16470630.94,19733974.34,24553534.5,32464228.25
107.3,92.7,20639643.62,23525176.33,19459820.21,18631815.78,7516180.891,11156153.55,18330152.02,18631815.78
2.5,197.5,,587110.6448,45451192.06,48922685.75,,278420.7188,42812690.5,48922685.75
53.8,146.2,13811783.87,13373061.72,35506807.61,38434004.13,5029731.516,6341798.582,33445590.67,38434004.13
44.9,155.1,2430378.95,1807858.661,6842870.986,7663315.375,885052.4824,857326.1484,6445633.313,7663315.375
198.3,1.7,14282208.64,14913899.32,,124533.7344,5201042.5,7072497.5,,124533.7344
75.9,124.1,20278212.01,13752482.59,26014045.01,28689914.22,7384561.109,6521728.264,24503895.44,28689914.22
44.8,155.2,119490335.8,121660527.2,421470170.5,414516328.6,43513880.15,57694084.99,397003272,414516328.6
55.6,144.4,49970054.39,54977304.44,136513315.5,136064763.2,18197211.87,26071441.13,128588537.7,136064763.2
46.9,153.1,60870340.99,52186571.47,185705091.5,182634695.4,22166685.73,24748014.48,174924666.4,182634695.4
59.1,140.9,56122699.31,48600317.03,124245265.1,124846298.3,20437773.43,23047334.13,117032663.8,124846298.3
51.5,148.5,40110202.82,38215336.92,113093920.2,112578520.5,14606625.26,18122549.24,106528669.1,112578520.5
47.6,152.4,12573874.93,17287426.68,45735217.25,48715804.03,4578931.699,8198076.125,43080227.66,48715804.03
99,101,16308670.6,13528251.55,12415892.67,18471214,5939003.625,6415393,11695133.75,18471214
176.2,23.8,306822375.7,321631379.6,42449668.08,42435415.69,111733153.9,152524640.2,39985408.94,42435415.69
169.3,30.7,16029572.2,18239902.22,2971665.071,3243761.5,5837366.5,8649760.875,2799156,3243761.5
,200,,,547444.2006,562536.8125,,,515664.3438,562536.8125
79.6,120.4,34110761.31,37194095.99,52777136.2,54946497,12421854.61,17638254.44,49713353.94,54946497
19.8,180.2,288893.4792,1457337.637,5956027.026,5874352.375,105204.125,691101.4063,5610271.813,5874352.375
110.5,89.5,41256508.94,37792724.64,33769968.08,30344263.13,15024066.78,17922137.25,31809576.95,30344263.13
191.5,8.5,8041910.678,10846783.17,416026.4456,,2928561,5143782,391875.5625,
128,72,3188858.036,3073096.762,2187351.511,1414849.375,1161262,1457329.75,2060372.875,1414849.375
1.3,198.7,,55455.13546,7812859.669,9274575.5,,26298.03906,7359312.875,9274575.5
69.6,130.4,1286639.004,1571189.865,2838789.932,2497671.813,468545.4688,745092.625,2673994.438,2497671.813
45.1,154.9,2988030.706,3320991.794,11054989.35,10579415.59,1088128.25,1574887,10413232.66,10579415.59
66.2,133.8,11459230.55,10369646.84,20809824.08,23369830.66,4173020.196,4917513.509,19601786.38,23369830.66
30,170,9000593.353,9442127.032,51596998,53033003.19,3277677.125,4477663.313,48601724.31,53033003.19
70.1,129.9,3020742.079,5238904.109,7097641.964,7669439.375,1100040.5,2484403,6685614.5,7669439.375
,200,,,1241446.146,1502487.719,,,1169378.563,1502487.719
,200,,,2844169.803,2673949.25,,,2679062,2673949.25
,,,,,,,,,
56.3,143.7,17449930.28,16030176.31,41499389.8,43873787.25,6354607.422,7601860.48,39090295.56,43873787.25
53.6,146.4,7406609.208,4744024.958,16490086.32,15898528.56,2697208.131,2249720.475,15532815.09,15898528.56
49.3,150.7,18064850.19,16993399.44,55885241.28,51209956.56,6578538.094,8058641.977,52641029.42,51209956.56
40.6,159.4,3412718.534,5815947.683,16744135.29,18320849.73,1242783.563,2758049.693,15772116.19,18320849.73
1.2,198.8,50264.56334,63991.2157,10124382.22,8990652.25,18304.46094,30346.03516,9536648.5,8990652.25
60.6,139.4,1203458.339,1163066.042,2604590.868,2844196.625,438254.2031,551551.375,2453390.938,2844196.625
,200,,,1352944.59,1254467.5,,,1274404.375,1254467.5
16,184,59801.59923,29270.14813,475365.8645,487366.625,21777.49023,13880.54492,447770.25,487366.625
