"Abundance: F1: Sample, Total Proteins, Total1, 1","Abundance: F2: Sample, Total Proteins, Total1, 2","Abundance: F7: Sample, No Wash, MF1, 1","Abundance: F8: Sample, No Wash, MF1, 2"
4797916.719,6704946.938,26114653.3,25186720.89
,,6350025.25,8558217
22299307.78,31117472.31,48916559.55,51109324.77
,,917122.625,1130101.375
,,364891.9063,318547.2813
8470049.125,12760033.38,17408592.56,23265079.31
5025380.5,7057513.172,6664005.188,7247669.75
,,,
742343.7969,750104.3125,7654657.906,9004651.313
165069988.5,217319739.8,1693310201,1749732337
190060280.9,253584122.1,1365389774,1480081387
878372.8125,839492.3125,4742870,4207374
8858999.302,10427020.4,92729179.53,89774458.83
300677.0313,584756,2247059.188,2459659.25
5597869.75,7006782.75,1532546.133,2063653.563
1070121.052,1231142.917,23901933.31,24298279.38
,,760577.125,1055057.031
,,956203.75,1090741.5
,,371751.1875,434370.4063
35413.82422,32229.9082,12028152.56,13063936.53
7331518.146,7314771.469,40673591.32,43402092.12
,,325722.5,308207.5938
195332.0781,321093.625,1586156.375,1918659
4558542.711,6579358.27,11286880.73,12079475.33
2154620.359,4467896.063,53799569.63,57255259.66
1298354.059,1006926.086,20848830.63,23143327.41
250070.25,416974.625,6031448.672,6355608.836
,,5650271.375,5360265.875
,,900398.9375,954154
2578226.795,3344986.82,78314580.44,82158953.44
2870469.719,1061250.016,29657746.78,35431822.66
,,1476857.25,1449005
,,677384.1875,863200.625
2773969.25,3401075.938,6694273.188,7076774.344
1052377.188,1405185.875,3544714.25,3999703.656
,,2733859.75,3058608.5
,,526916.5625,562429.6875
152291.9531,,558526.4375,669044.0625
200560.1875,451136.2188,1347847.063,1312445.313
4361656.125,6427105.25,13757756.13,15658516.38
120834.3359,,1256162.375,1263422.75
2190665.688,2891274.625,2887779.768,2938115.75
192250.8281,251947.1094,1530679.125,1601639
727150.5,957714.3594,8464548.922,8930383.797
1104440.648,1406036.906,5914660.453,6309105.516
1912927.531,2387006.563,6233052.641,6469252.758
,,2018718,2837606.75
2692829.313,3009902.188,17996003.5,19652031.75
2118509.719,3028986.609,10725081.56,12979470.25
,,235610.7188,
414459.5,151949.7656,103782.25,106851.7422
8641054.617,10254448.23,78930959.21,84233962.84
1364381.342,3268970.551,12258024.74,11165090.48
191800.5,354471.25,1351659.438,1527088.063
33778.97656,38259.49219,1580465.469,2177216.219
1600595.375,1568285.938,4788997,2133147.25
241488.5313,544326.375,2492743.5,2567416.25
,40410.09375,782215.625,708230.8125
3840652,4703739.25,3425688.359,3078532.219
16638715.18,23068737.02,22919829.19,24694670.78
123519.7813,168846.3438,6887023.063,7063552.125
1015710.375,1241673,5263632.625,4937225.625
,,2514622.25,2963618.5
5480797.349,12707280.84,5586811.586,5358920.469
,,2120323.688,2622906.125
,,419851.0938,549515.8125
5026988.25,6747187.75,1560453.219,692634
